Latitude,Longitude,normalized_km,normalized_corr,normalized_wind_capacity_factor,min_distance_to_line_km
-14.25,132.25,0.9772277227722772,0.9415942393111447,0.22372996361160816,16.1
-14.25,132.5,0.9603960396039604,0.9292486831770508,0.2393416401147716,28.0
-14.25,132.75,0.9572842998585573,0.9202027457229802,0.21471449160419045,30.2
-14.25,133.0,0.9588401697312589,0.9205307098698856,0.2408820164797787,29.1
-14.25,133.25,0.9478076379066478,0.903478542173532,0.23184920228399453,36.9
-14.25,133.5,0.9236209335219236,0.8851462938625085,0.18890457683592105,54.0
-14.25,133.75,0.8908062234794908,0.8787496270097197,0.1738340539727132,77.2
-14.25,134.0,0.8551626591230551,0.8732986117438768,0.184941886794185,102.4
-14.25,134.25,0.8183875530410184,0.8908070671964573,0.20540178480322793,128.4
-14.25,134.5,0.7809052333804809,0.91682732810763,0.22121832799442673,154.9
-14.25,134.75,0.7431400282885432,0.9463795945836243,0.21157528151617888,181.6
-14.25,135.0,0.7052333804809052,0.9942542746321579,0.16350528189387112,208.4
-14.25,135.25,0.667043847241867,0.9892656924218135,0.13348626811840036,235.4
-14.25,135.5,0.6288543140028289,0.949382962679743,0.17159808823454653,262.4
-14.25,135.75,0.5906647807637907,0.9146860274578312,0.27371978861445423,289.4
-14.25,141.75,0.46039603960396036,0.8987233791884927,0.17544302546196536,381.5
-14.25,142.0,0.49405940594059405,0.896858219771118,0.16974703526828303,357.7
-14.25,142.25,0.5268741159830268,0.8922909971844619,0.19754272730816475,334.5
-14.25,142.5,0.558981612446959,0.8956211920984034,0.22139614989428466,311.8
-14.25,142.75,0.5898161244695899,0.8970791485948225,0.2556391550394573,290.0
-14.25,143.0,0.6193776520509193,0.891309637896905,0.2744371201921736,269.1
-14.25,143.25,0.6482319660537482,0.8824587518253562,0.2490058646929391,248.7
-14.25,143.5,0.6752475247524752,0.8877568168682648,0.24147645383231756,229.6
-14.5,125.75,0.5933521923620934,0.945948762456885,0.13590167554260604,287.5
-14.5,126.25,0.6625176803394626,0.9361739489881239,0.13176554749993,238.6
-14.5,126.5,0.6957567185289958,0.944376418237491,0.1014954571960284,215.1
-14.5,126.75,0.7277227722772277,0.9448560130444535,0.09153288573231118,192.5
-14.5,127.0,0.7577086280056577,0.9538487904245229,0.1307957226852692,171.3
-14.5,127.25,0.7851485148514852,0.9756909166487611,0.18450588225915762,151.9
-14.5,127.5,0.8087694483734088,0.9937027479568855,0.20662988895671072,135.2
